A1,A2,A3_u,A3_y,A4_gg,A4_p,A5,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7,A8,A9_bb,A9_dd,A9_ff,A9_h,A9_j,A9_n,A9_o,A9_v,A9_z,A10,A11,A12,A13,A14,A15_p,A15_s,A16
0,18.83,0,1,0,1,4.415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1,0,0,240,0,0,1
1,19.17,1,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2206,0,0,0,0,0,0,0,0,1,0,1.5,1,0,0,120,0,0,1
0,25,1,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5860,0,0,0,0,1,0,0,0,0,0,1.04,1,0,1,160,0,0,1
1,20.17,1,0,0,0,9.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,1,0,1.665,1,3,1,40,0,0,1
1,20.25,1,0,0,0,9.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1
1,22.67,0,1,0,1,2.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.585,1,0,0,0,0,0,1
1,31.976661,1,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.5,1,0,0,0,0,0,1
0,60.92,1,0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,1,0,4.0,1,4,0,0,0,0,1
1,16.08,1,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,690,1,0,0,0,0,0,0,0,1,0,1.75,1,5,1,352,0,0,1
0,28.17,1,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.585,1,4,0,80,0,0,1
1,39.17,1,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.125,1,5,1,480,0,0,1
1,20.42,1,0,0,0,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,234,1,0,0,0,0,0,0,0,1,0,1.5,1,1,0,160,0,0,1
0,30,1,0,0,0,5.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500,1,0,1,0,0,0,0,0,0,0,2.25,1,5,1,99,0,0,1
1,22.83,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,800,1,0,0,0,0,0,0,0,1,0,1.29,1,1,0,260,0,0,1
0,22.5,1,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,990,1,0,0,0,0,0,0,0,1,0,1.75,1,10,0,80,0,0,0
0,28.58,1,0,0,0,1.665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.415,1,0,1,440,0,0,0
1,45.17,1,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,1,0,1,140,0,0,0
1,41.58,1,0,0,0,1.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21,1,0,0,160,0,0,0
0,57.08,1,0,0,0,0.335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2197,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,252,0,0,0
0,55.75,1,0,0,0,7.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,1,0,0,0,1,0,0,0,0,0,6.75,1,3,1,100,0,0,0
1,43.25,1,0,0,0,25.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,1,0,0,0,1,0,0,0,0,0,0.21,1,1,0,760,0,0,0
0,25.33,1,0,0,0,2.085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.75,1,0,1,360,0,0,0
0,24.58,1,0,0,0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.75,1,0,0,400,0,0,0
1,43.17,1,0,0,0,2.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,1,0,0,560,0,0,0
1,40.92,1,0,0,0,0.835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,130,0,0,0
1,31.83,1,0,0,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5,1,0,1,523,0,0,0
0,33.92,0,1,0,1,1.585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,320,0,0,0
0,24.92,1,0,0,0,1.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,80,0,0,0
1,35.25,1,0,0,0,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.75,1,0,1,680,0,0,0
1,34.25,1,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.25,1,0,1,163,0,0,0
1,80.25,1,0,0,0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,1,0,0.54,1,0,0,0,0,0,0
1,19.42,0,1,0,1,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,2.0,1,0,1,100,0,0,0
1,42.75,1,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0
1,19.67,0,1,0,1,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.835,1,0,1,140,0,0,0
1,36.33,1,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.165,1,0,1,200,0,0,0
1,30.08,0,1,0,1,1.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0.5,1,10,1,132,0,0,0
1,44.25,0,1,0,1,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,0,0,0,0,1,0
1,23.58,0,1,0,1,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,347,1,0,0,0,0,0,0,0,1,0,2.625,1,6,1,208,0,0,0
1,23.92,1,0,0,0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,327,1,0,0,0,1,0,0,0,0,0,1.875,1,6,0,200,0,0,1
1,33.17,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4071,1,0,0,0,0,0,0,0,1,0,0.75,1,7,1,340,0,0,1
1,48.33,1,0,0,0,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,1,0,0,110,0,1,1
1,76.75,1,0,0,0,22.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,1,12.75,1,1,1,0,0,0,1
1,51.33,1,0,0,0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1249,1,1,0,0,0,0,0,0,0,0,0.0,1,11,0,0,0,0,1
1,34.75,1,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134,1,0,0,0,0,0,1,0,0,0,5.375,1,9,1,0,0,0,1
1,38.58,1,0,0,0,3.335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1344,1,0,0,0,0,0,0,0,1,0,4.0,1,14,0,383,0,0,1
0,22.42,0,1,0,1,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321,1,0,0,0,1,0,0,0,0,0,0.75,1,4,0,0,0,0,1
1,41.92,1,0,0,0,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,948,1,0,0,0,1,0,0,0,0,0,0.21,1,6,0,220,0,0,1
1,29.58,1,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.5,1,2,1,330,0,0,1
0,32.17,1,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2079,1,0,0,0,0,0,0,0,1,0,1.085,1,16,0,120,0,0,1
1,51.42,1,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,1,0,0,0,0,0,0.04,1,0,0,0,0,0,1
0,22.83,1,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2384,1,0,0,0,1,0,0,0,0,0,2.29,1,7,1,140,0,0,1
0,25,1,0,0,0,12.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,458,1,0,0,0,1,0,0,0,0,0,3.5,1,6,0,400,0,0,1
1,26.75,1,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5298,0,0,0,0,1,0,0,0,0,0,1.25,1,0,0,0,0,0,1
1,23.33,1,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,1,0,0,0,0,0,1.415,1,0,0,422,0,0,1
1,24.42,1,0,0,0,12.335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.585,1,0,1,120,0,0,1
1,42.17,1,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.75,1,0,1,92,0,0,1
0,20.83,1,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,1,0,0,100,0,0,1
1,23.08,1,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,284,1,0,0,0,1,0,0,0,0,0,2.125,1,11,1,290,0,0,1
0,25.17,1,0,0,0,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.875,1,0,0,360,0,0,1
1,43.08,0,1,0,1,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,0,0,0,0,0,0,1,0,0.375,1,8,1,300,0,0,1
0,35.75,1,0,0,0,0.915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,1,0,0,0,0,0,0,0,1,0,0.75,1,4,0,0,0,0,1
1,59.5,1,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,1,0,0,0,0,0,0,0,1,0,1.75,1,5,1,60,0,0,1
1,21,0,1,0,1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.085,1,8,1,160,0,0,1
1,21.92,0,1,0,1,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,1,0,0.04,1,1,1,840,0,0,1
0,65.17,1,0,0,0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1400,1,0,0,1,0,0,0,0,0,0,0.0,1,11,1,0,0,0,1
0,20.33,1,0,0,0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1465,1,0,0,0,1,0,0,0,0,0,1.0,1,4,0,50,0,0,1
1,32.25,0,1,0,1,0.165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8000,1,0,0,0,1,0,0,0,0,0,3.25,1,1,1,432,0,0,1
1,30.17,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,540,1,0,0,0,0,0,0,0,1,0,1.75,1,11,0,32,0,0,1
1,25.17,1,0,0,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1,3,0,0,0,0,1
1,39.17,1,0,0,0,1.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4700,1,0,0,0,0,0,0,0,1,0,1.5,1,10,0,186,0,0,1
1,39.08,1,0,0,0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1097,1,0,0,0,0,0,0,0,1,0,1.29,1,5,1,108,0,0,1
1,31.67,1,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3290,1,0,0,0,0,0,0,0,1,0,1.335,1,8,1,303,0,0,1
1,41,1,0,0,0,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.04,0,1,0,560,0,1,1
1,48.5,1,0,0,0,4.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.125,1,0,1,225,0,0,1
